Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
Brad Bass,,0,0,0,4.54032,1,0,0,0,1,4,1,1,1,0,0,0,1,7.2855,3.4029,2.14097,1.22,0.185878,0.0868197,0.0990585461258888,0.257846,1.3927,0.29401,0.708192,0.397431,,4.51595,-0.00422235,-0.0519807,999.0,,,,sa829618
Miguel Yajure,SFG,0,0,0,4.62528,1,0,0,0,1,4,1,1,1,0,0,0,1,7.4952,3.5883,2.08879,1.177,0.190441,0.0911731,0.0992682203650474,0.260095,1.4209,0.300494,0.702611,0.418556,,4.47564,-0.00422909,-0.0500915,999.0,,,,21111
Andrew Miller,,0,0,0,4.52169,1,0,0,0,1,4,1,1,1,0,0,0,1,7.8093,3.7593,2.07733,1.218,0.196802,0.094738,0.1020639538764953,0.254782,1.418,0.295911,0.71565,0.402003,,4.58506,-0.00423171,-0.0496221,999.0,,,,6785
Kyle Zimmer,,0,0,0,4.49919,1,0,0,0,1,4,1,1,0,0,1,0,1,7.7247,4.6467,1.66241,1.058,0.193878,0.116625,0.0772532001137733,0.254434,1.5018,0.299555,0.719103,0.45798,,4.58515,-0.00423274,-0.0496221,999.0,,,,14169
Andrew Perez,CHW,0,0,0,4.40757,1,0,0,0,1,4,1,1,0,0,0,0,1,8.0262,3.6954,2.17194,1.377,0.204167,0.0940018,0.1101648360490799,0.248364,1.3824,0.285495,0.734206,0.382641,,4.68343,-0.00424362,-0.0511423,999.0,,,,sa3006640
Zach Muckenhirn,NYM,0,0,0,4.25412,1,0,0,0,1,4,1,1,0,0,0,0,1,7.6788,3.9204,1.95868,1.125,0.194617,0.0993613,0.095255471765995,0.253341,1.4271,0.29518,0.731571,0.433233,,4.44193,-0.00429196,-0.0554815,999.0,,,,sa915809
Juan Mejia,TEX,0,0,0,4.4154,1,0,0,0,1,4,1,1,0,0,0,0,1,7.1316,4.0374,1.76638,1.083,0.179073,0.101379,0.0776949152350425,0.261164,1.4767,0.300201,0.722501,0.461669,,4.55716,-0.00429526,-0.0516483,999.0,,,,sa3002949
Will Latcham,,0,0,0,4.59045,1,0,0,0,1,4,1,1,1,0,0,0,1,7.6374,4.041,1.88998,1.179,0.192295,0.101745,0.0905506312847137,0.257554,1.4591,0.29878,0.713961,0.427991,,4.59153,-0.00430631,-0.0496221,999.0,,,,sa3004470
Joe Zanghi,,0,0,0,4.49595,1,0,0,0,1,4,1,1,0,0,0,0,1,8.2269,4.2723,1.92564,1.221,0.207844,0.107935,0.0999090522527694,0.247084,1.4342,0.290744,0.722112,0.395009,,4.592,-0.00431169,-0.0496221,999.0,,,,sa875398
Layne Henderson,DET,0,0,0,4.45113,1,0,0,0,1,4,1,1,0,0,0,0,1,7.8444,4.1895,1.8724,1.141,0.198723,0.106133,0.0925900489091873,0.249157,1.4329,0.291445,0.718251,0.40004,,4.52724,-0.00435526,-0.0519807,999.0,,,,sa3007718
Luis Amaya,MIL,0,0,0,4.41081,1,0,0,0,1,4,1,1,0,0,1,0,1,8.4816,4.7817,1.77376,1.184,0.212779,0.119959,0.0928200408816337,0.243579,1.4692,0.290413,0.732983,0.410029,,4.67335,-0.00435771,-0.047955,999.0,,,,sa872809
Domingo Tapia,,0,0,0,4.18752,1,0,0,0,1,4,1,1,0,0,0,0,1,7.4655,4.104,1.81908,0.956,0.190034,0.104467,0.0855670124292373,0.252094,1.431,0.296321,0.721756,0.46684,,4.32652,-0.00436345,-0.0563902,999.0,,,,12178
Johnny Barbato,,0,0,0,4.55571,1,0,0,0,1,4,1,1,1,0,0,0,1,7.1631,3.1446,2.2779,1.302,0.182881,0.0802849,0.102596491575241,0.259864,1.3768,0.292972,0.710401,0.403995,,4.5965,-0.0043636,-0.0496221,999.0,,,,11440
Hunter Wood,,0,0,0,4.60071,1,0,0,0,1,4,1,1,1,0,0,0,1,7.8174,3.6216,2.15855,1.312,0.198401,0.0919141,0.1064869910478591,0.254752,1.405,0.29331,0.71529,0.37599,,4.59754,-0.00437565,-0.0496221,999.0,,,,15091
Jefry Valdez,,0,0,0,4.58154,1,0,0,0,1,4,1,1,1,0,0,0,1,7.101,3.6774,1.93098,1.171,0.179318,0.0928636,0.0864545404911041,0.262233,1.4424,0.298919,0.709228,0.447004,,4.59898,-0.00439218,-0.0496221,999.0,,,,sa887660
Seunghwan Oh,,0,0,0,4.64976,1,0,0,0,1,4,1,1,1,0,0,0,1,7.1784,2.8962,2.47856,1.388,0.18361,0.0740792,0.1095303818583488,0.263006,1.3698,0.294696,0.70934,0.377007,,4.60002,-0.00440422,-0.0496221,999.0,,,,18719
Chris Wright,SFG,0,0,0,4.3623,1,0,0,0,1,4,1,1,0,0,1,0,1,8.8749,4.815,1.84318,1.084,0.223049,0.121013,0.1020357385277748,0.24134,1.4623,0.29493,0.728002,0.389637,,4.44211,-0.00441445,-0.0500915,999.0,,,,sa3011531
Marshall Kasowski,LAD,0,0,0,4.56804,1,0,0,0,1,4,1,1,1,0,1,0,1,8.8767,4.7277,1.87759,1.257,0.22229,0.118391,0.1038990318775177,0.245295,1.4754,0.294989,0.727498,0.407195,,4.6466,-0.00441871,-0.0505541,999.0,,,,sa3005114
Anthony Swarzak,,0,0,0,4.59873,1,0,0,0,1,4,1,1,1,0,0,0,1,7.5249,3.3867,2.2219,1.33,0.191371,0.0861296,0.1052414700388908,0.25948,1.4027,0.295661,0.71533,0.402991,,4.60154,-0.00442178,-0.0496221,999.0,,,,7466
Denny Bentley,MIN,0,0,0,4.29768,1,0,0,0,1,4,1,1,0,0,1,0,1,8.0946,4.6359,1.74607,1.029,0.203071,0.116302,0.0867690220475196,0.248471,1.4778,0.296552,0.729358,0.438365,,4.46346,-0.00442369,-0.0529385,999.0,,,,sa3007931
Edinson Volquez,TEX,0,0,0,4.59396,1,0,0,0,1,4,1,1,1,0,0,0,1,7.3116,3.5676,2.04944,1.223,0.184888,0.0902139,0.0946745574474334,0.261008,1.429,0.298118,0.710633,0.427331,,4.56759,-0.00443587,-0.0516678,999.0,,,,3990
Garrett Acton,OAK,0,0,0,4.32081,1,0,0,0,1,4,1,1,0,0,0,0,1,8.2404,3.6126,2.28102,1.257,0.211895,0.0928952,0.1190002337098121,0.242838,1.344,0.28409,0.723486,0.353158,,4.4151,-0.00443807,-0.0563902,999.0,,,,sa3014787
Justin Hagenman,LAD,0,0,0,4.62582,1,0,0,0,1,4,1,1,1,0,0,0,1,7.704,3.2778,2.35036,1.406,0.196285,0.083513,0.1127722933888435,0.258792,1.3878,0.294718,0.716712,0.401832,,4.64842,-0.00443952,-0.0505541,999.0,,,,sa3008022
Thomas Jankins,,0,0,0,4.59801,1,0,0,0,1,4,1,1,1,0,0,0,1,6.5232,3.2283,2.02063,1.245,0.165858,0.0820824,0.0837757363915443,0.266885,1.4165,0.296567,0.707537,0.460699,,4.68066,-0.00444141,-0.047955,999.0,,,,sa873276
Jose Rodriguez,SEA,0,0,0,4.2561,1,0,0,0,1,4,1,1,0,0,0,0,1,7.4943,2.9295,2.55822,1.311,0.194284,0.0759449,0.1183387786149978,0.251936,1.3145,0.286144,0.726386,0.392865,,4.4219,-0.00445356,-0.0562802,999.0,,,,17860
Kenny Rosenberg,LAA,0,0,0,4.51395,1,0,0,0,1,4,1,1,1,0,0,0,1,7.8651,3.6405,2.16044,1.321,0.199612,0.0923938,0.1072179153561592,0.254491,1.4047,0.29332,0.722392,0.406867,,4.61614,-0.00446191,-0.0495643,999.0,,,,20009
Dylan King,LAA,0,0,0,4.71024,1,0,0,0,1,4,1,1,1,0,0,0,1,7.8624,3.5676,2.20383,1.411,0.199771,0.0906472,0.1091241613030433,0.256575,1.4061,0.293613,0.713123,0.402856,,4.71644,-0.00446528,-0.0495643,999.0,,,,sa3009924
Travis Lakins Sr.,,0,0,0,4.59081,1,0,0,0,1,4,1,1,1,0,0,0,1,7.8129,4.0617,1.92355,1.207,0.19734,0.102591,0.0947488024830818,0.254994,1.4469,0.296841,0.71485,0.407009,,4.60348,-0.00446692,-0.0496221,999.0,,,,18600
Ryan Tapani,WSN,0,0,0,4.76541,1,0,0,0,1,4,1,1,1,0,0,0,1,7.56,3.8106,1.98394,1.363,0.19117,0.0963587,0.0948110967874527,0.257266,1.4342,0.292541,0.710944,0.388958,,4.79621,-0.00446779,-0.0465845,999.0,,,,sa3007254
Yaya Chentouf,DET,0,0,0,4.5144,1,0,0,0,1,4,1,1,1,0,0,0,1,6.9678,3.5055,1.98768,1.157,0.177122,0.08911,0.0880119055509567,0.260166,1.4138,0.295202,0.708611,0.420572,,4.53695,-0.00446956,-0.0519807,999.0,,,,sa3006950
Odalvi Javier,,0,0,0,4.56714,1,0,0,0,1,4,1,1,1,0,0,0,1,7.983,3.5181,2.26912,1.273,0.202373,0.0891855,0.1131873279809951,0.255166,1.396,0.296732,0.711699,0.397881,,4.50921,-0.00447016,-0.0470165,999.0,,,,sa877574
Cristofer Ogando,,0,0,0,4.73634,1,0,0,0,1,4,1,1,1,0,0,0,1,7.6716,3.9429,1.94567,1.328,0.192633,0.0990056,0.0936271175742149,0.253994,1.4366,0.290301,0.711125,0.379002,,4.80725,-0.00448765,-0.0496221,999.0,,,,20667
Conner Menez,,0,0,0,4.36158,1,0,0,0,1,4,1,1,0,0,0,0,1,7.8885,3.8799,2.03317,1.197,0.200618,0.0986725,0.1019455268979072,0.251168,1.4096,0.292936,0.726336,0.404006,,4.50803,-0.00449662,-0.0496221,999.0,,,,19199
Arnaldo Hernandez,MIL,0,0,0,4.61088,1,0,0,0,1,4,1,1,1,0,0,0,1,8.2143,4.1913,1.95985,1.301,0.207479,0.105865,0.1016140058636665,0.249974,1.4387,0.292205,0.720362,0.393106,,4.68605,-0.00450309,-0.047955,999.0,,,,sa828154
Luke Barker,,0,0,0,4.50702,1,0,0,0,1,4,1,1,1,0,0,0,1,7.5015,2.9331,2.55753,1.362,0.192806,0.0753875,0.1174184679985046,0.25741,1.3446,0.291781,0.714466,0.380006,,4.50926,-0.00451084,-0.0496221,999.0,,,,19609
JosÃ© Mesa Jr.,,0,0,0,4.57803,1,0,0,0,1,4,1,1,1,0,0,0,1,6.9777,3.4308,2.03384,1.188,0.177211,0.0871314,0.0900800079107284,0.263324,1.4222,0.298424,0.706562,0.438127,,4.54293,-0.00452061,-0.0510874,999.0,,,,sa658593
Zach Linginfelter,PHI,0,0,0,4.61907,1,0,0,0,1,4,1,1,1,0,1,0,1,7.5204,4.6161,1.62917,1.109,0.187019,0.114794,0.0722247213125228,0.257207,1.5158,0.299172,0.715557,0.473054,,4.74952,-0.00453219,-0.0472441,999.0,,,,sa3014910
Mike Montgomery,,0,0,0,4.54968,1,0,0,0,1,4,1,1,1,0,0,0,1,6.2829,3.3498,1.8756,1.136,0.158371,0.0844374,0.0739337429404258,0.271431,1.4551,0.302241,0.710191,0.470009,,4.61232,-0.00454607,-0.0496221,999.0,,,,4869
Spencer Bivens,SFG,0,0,0,4.54392,1,0,0,0,1,4,1,1,1,0,0,0,1,7.5042,4.0131,1.86993,1.063,0.189199,0.10118,0.0880190655589103,0.259607,1.4626,0.303128,0.708039,0.44742,,4.45238,-0.00454808,-0.050101,999.0,,,,sa3018251
Kevin Kopps,SDP,0,0,0,4.47939,1,0,0,0,1,4,1,1,0,0,0,0,1,7.5213,4.4253,1.69961,1.124,0.189415,0.111446,0.0779691636562347,0.252337,1.469,0.292682,0.719311,0.455782,,4.68159,-0.00456098,-0.0520965,999.0,,,,sa3017005
Brody Rodning,TOR,0,0,0,4.40118,1,0,0,0,1,4,1,1,0,0,0,0,1,7.4304,3.7971,1.95686,1.237,0.188407,0.0962802,0.0921268835663795,0.253138,1.4121,0.289201,0.725601,0.425075,,4.65891,-0.00456291,-0.0521277,999.0,,,,sa3004591
Thomas Pannone,MIL,0,0,0,4.48092,1,0,0,0,1,4,1,1,0,0,0,0,1,6.759,2.4714,2.73489,1.482,0.175099,0.0640242,0.1110748425126075,0.259891,1.3079,0.283845,0.720182,0.364881,,4.6904,-0.00456313,-0.0479646,999.0,,,,17281
Kelvin Herrera,,0,0,0,4.62906,1,0,0,0,1,4,1,1,1,0,0,0,1,7.6446,3.4704,2.2028,1.336,0.194683,0.0883796,0.1063029989600181,0.255902,1.3937,0.292245,0.712215,0.376989,,4.61421,-0.00456785,-0.0496221,999.0,,,,6033
Nick Hernandez,,0,0,0,4.49829,1,0,0,0,1,4,1,1,0,0,0,0,1,8.7705,4.2588,2.05938,1.317,0.222387,0.107987,0.1143998280167579,0.23982,1.4002,0.284441,0.725739,0.344005,,4.61556,-0.00458348,-0.0496221,999.0,,,,sa918109
Yorvin Pantoja,,0,0,0,4.49181,1,0,0,0,1,4,1,1,0,0,0,0,1,7.578,4.0446,1.87361,1.18,0.1908,0.101835,0.0889644250273704,0.255978,1.4525,0.296032,0.721623,0.415002,,4.61578,-0.00458592,-0.0496221,999.0,,,,sa873466
Ben Bowden,,0,0,0,4.44213,1,0,0,0,1,4,1,1,0,0,0,0,1,8.8137,4.3875,2.00882,1.308,0.222872,0.110947,0.1119253486394882,0.239689,1.415,0.284946,0.733698,0.332984,,4.61636,-0.00459271,-0.0496221,999.0,,,,20198
JC RamÃ­rez,,0,0,0,4.62546,1,0,0,0,1,4,1,1,1,0,0,0,1,6.8688,3.7539,1.82978,1.132,0.172865,0.0944734,0.0783918350934982,0.266184,1.4685,0.3024,0.707128,0.464005,,4.61644,-0.00459361,-0.0496221,999.0,,,,8302
Robbie Ross Jr.,,0,0,0,4.47039,1,0,0,0,1,4,1,1,0,0,0,0,1,6.8238,3.3471,2.03872,1.176,0.17374,0.08522,0.0885197073221206,0.261379,1.4033,0.294633,0.712327,0.407064,,4.5487,-0.00460778,-0.0519807,999.0,,,,6819
Carson Fulmer,,0,0,0,4.54347,1,0,0,0,1,4,1,1,1,0,0,0,1,7.9479,4.4991,1.76655,1.125,0.199031,0.112666,0.0863646492362022,0.252128,1.4802,0.296979,0.717515,0.436001,,4.61793,-0.00461078,-0.0496221,999.0,,,,18311
Walker Lockett,,0,0,0,4.64733,1,0,0,0,1,4,1,1,1,0,0,0,1,6.6942,2.8809,2.32365,1.316,0.170635,0.0734343,0.0972011908888816,0.268643,1.3933,0.298555,0.705458,0.428992,,4.61802,-0.0046118,-0.0496221,999.0,,,,13804
Tate Scioneaux,,0,0,0,4.62483,1,0,0,0,1,4,1,1,1,0,0,0,1,7.5042,3.3138,2.26453,1.352,0.19137,0.0845077,0.1068625301122665,0.258076,1.3876,0.293049,0.712569,0.377983,,4.61872,-0.00461987,-0.0496221,999.0,,,,sa857686
Zach Duke,,0,0,0,4.4667,1,0,0,0,1,4,1,1,0,0,0,0,1,6.4863,4.203,1.54325,0.979,0.162101,0.105038,0.057062529027462,0.267238,1.5185,0.303593,0.716507,0.496004,,4.61904,-0.00462358,-0.0496221,999.0,,,,3840
Alex Speas,TEX,0,0,0,4.51503,1,0,0,0,1,4,1,1,1,0,1,0,1,8.766,4.9923,1.7559,1.12,0.21819,0.124261,0.0939292013645172,0.244706,1.5,0.296921,0.724179,0.423366,,4.58521,-0.00462783,-0.051658,999.0,,,,sa917945
Tyler Beede,,0,0,0,4.7637,1,0,0,0,1,4,1,1,1,0,0,0,1,7.2468,3.9096,1.85359,1.213,0.180944,0.097618,0.0833258405327797,0.263265,1.4778,0.300538,0.704982,0.440977,,4.71424,-0.00463051,-0.0496221,999.0,,,,16981
Claudio Custodio,,0,0,0,4.61916,1,0,0,0,1,4,1,1,1,0,0,0,1,6.8886,3.3624,2.04872,1.238,0.174789,0.0853163,0.0894724801182746,0.264537,1.4218,0.29765,0.707439,0.436005,,4.61965,-0.00463063,-0.0496221,999.0,,,,sa547829
Bailey Horn,CHC,0,0,0,4.44348,1,0,0,0,1,4,1,1,0,0,1,0,1,8.2674,4.5126,1.83207,1.175,0.207875,0.113465,0.0944105088710784,0.247523,1.4607,0.293211,0.727979,0.399197,,4.60265,-0.00463858,-0.0489311,999.0,,,,sa3014493
Vince Vannelle,CHW,0,0,0,4.61349,1,0,0,0,1,4,1,1,1,0,0,0,1,8.0586,4.0518,1.98889,1.336,0.202901,0.102017,0.1008837521076202,0.253179,1.4437,0.293396,0.723696,0.407766,,4.71811,-0.0046422,-0.0511521,999.0,,,,sa3018094
Blake Rogers,ARI,0,0,0,4.68441,1,0,0,0,1,4,1,1,1,0,0,0,1,8.2971,3.9339,2.10913,1.258,0.20919,0.0991831,0.1100068092346191,0.252857,1.4284,0.297868,0.708763,0.367181,,4.54554,-0.00464901,-0.0469932,999.0,,,,sa876290
Collin Kober,SEA,0,0,0,4.28265,1,0,0,0,1,4,1,1,0,0,0,0,1,8.5077,3.8115,2.23211,1.22,0.217011,0.0972222,0.1197887957096099,0.242309,1.3616,0.287584,0.725963,0.393253,,4.43755,-0.00465024,-0.0562899,999.0,,,,sa913150
Eric Mock,,0,0,0,4.6278,1,0,0,0,1,4,1,1,1,0,0,0,1,7.6473,3.8646,1.97881,1.233,0.192894,0.0974801,0.0954142957925796,0.257355,1.4406,0.297094,0.712044,0.410995,,4.62143,-0.00465112,-0.0496221,999.0,,,,sa3010367
Chris Mazza,,0,0,0,4.52745,1,0,0,0,1,4,1,1,1,0,0,0,1,7.0974,3.2787,2.1647,1.189,0.181079,0.083651,0.0974282473325729,0.261967,1.3943,0.298194,0.705754,0.431012,,4.52228,-0.00466086,-0.0496221,999.0,,,,14151
Fraser Ellard,CHW,0,0,0,4.44132,1,0,0,0,1,4,1,1,0,0,1,0,1,7.4052,4.5882,1.61397,1.098,0.184154,0.1141,0.0700537115335464,0.257885,1.5188,0.298875,0.729599,0.477466,,4.71903,-0.00466296,-0.0511619,999.0,,,,sa3016907
Michael Byrne,CIN,0,0,0,5.02614,1,0,0,0,1,4,1,1,1,0,0,0,1,7.4754,4.0545,1.84373,1.386,0.186317,0.101054,0.0852624475955963,0.267711,1.5116,0.304498,0.705401,0.436894,,4.93643,-0.00466417,-0.0419495,999.0,,,,sa3008227
Alex Wells,,0,0,0,4.44087,1,0,0,0,1,4,1,1,0,0,0,0,1,7.0893,2.5524,2.7775,1.399,0.183058,0.0659075,0.1171508282423019,0.260285,1.3199,0.289921,0.719238,0.364003,,4.52261,-0.0046647,-0.0496221,999.0,,,,19845
Tyler Zombro,TBR,0,0,0,4.29795,1,0,0,0,1,4,1,1,0,0,0,0,1,7.7319,3.4227,2.25901,1.2,0.198774,0.0879917,0.110782042145729,0.250552,1.357,0.290239,0.720393,0.413446,,4.39896,-0.00467533,-0.0562033,999.0,,,,sa873686
John Creel,SEA,0,0,0,4.28067,1,0,0,0,1,4,1,1,0,0,0,0,1,8.3835,4.0104,2.09044,1.195,0.213598,0.102178,0.1114194020628929,0.244061,1.3908,0.28927,0.72968,0.403781,,4.44014,-0.00468103,-0.0562899,999.0,,,,sa3018137
Hector VelÃ¡zquez,,0,0,0,4.76973,1,0,0,0,1,4,1,1,1,0,0,0,1,6.9588,3.4245,2.03206,1.204,0.175847,0.0865363,0.0893108993768692,0.269117,1.4504,0.305063,0.697801,0.439233,,4.56934,-0.00468721,-0.0462358,999.0,,,,19341
Kirk McCarty,,0,0,0,4.58442,1,0,0,0,1,4,1,1,1,0,0,0,1,6.9156,3.0771,2.24744,1.413,0.176766,0.0786519,0.0981136485934257,0.261335,1.3794,0.289201,0.71999,0.375008,,4.74763,-0.00469285,-0.0496221,999.0,,,,20555
Luke Bard,,0,0,0,4.56669,1,0,0,0,1,4,1,1,1,0,0,0,1,7.6194,3.1545,2.41541,1.339,0.195204,0.0808162,0.1143878325819969,0.25465,1.3526,0.290263,0.708723,0.375,,4.55874,-0.00469698,-0.0496221,999.0,,,,14288
Tommy Eveld,,0,0,0,4.59846,1,0,0,0,1,4,1,1,1,0,0,0,1,7.5159,3.3057,2.27362,1.351,0.191889,0.084398,0.1074908077716827,0.256369,1.3777,0.291033,0.712435,0.38101,,4.62608,-0.00470467,-0.0496221,999.0,,,,sa918150
Alberto Guerrero,WSN,0,0,0,4.74966,1,0,0,0,1,4,1,1,1,0,0,0,1,7.0974,3.6963,1.92014,1.324,0.179309,0.0933834,0.0859254300594329,0.260841,1.4387,0.293103,0.708825,0.408316,,4.81838,-0.0047177,-0.0465845,999.0,,,,sa872514
Mason Melotakis,,0,0,0,4.50684,1,0,0,0,1,4,1,1,1,0,0,0,1,7.2729,3.9384,1.84666,1.174,0.183201,0.0992065,0.083994559943676,0.259294,1.4573,0.297007,0.72026,0.423987,,4.62721,-0.00471774,-0.0496221,999.0,,,,sa621016
Ryan Nutof,CIN,0,0,0,5.0274,1,0,0,0,1,4,1,1,1,0,0,0,1,8.0415,4.3803,1.83583,1.403,0.199978,0.10893,0.0910474509000778,0.261769,1.5176,0.302897,0.709044,0.417569,,4.94139,-0.00471832,-0.0419495,999.0,,,,sa915630
Matt Wivinis,,0,0,0,4.66011,1,0,0,0,1,4,1,1,1,0,0,0,1,7.4304,3.2733,2.27,1.33,0.188709,0.0831314,0.105577141046524,0.261868,1.4035,0.297606,0.709587,0.402444,,4.59524,-0.00472217,-0.0516385,999.0,,,,sa3002775
Matt Grace,,0,0,0,4.63176,1,0,0,0,1,4,1,1,1,0,0,0,1,6.1713,2.9961,2.05978,1.222,0.156624,0.0760393,0.080584742128849,0.274494,1.432,0.302682,0.706814,0.442003,,4.62784,-0.00472504,-0.0496221,999.0,,,,11449
RamÃ³n Rosso,,0,0,0,4.59738,1,0,0,0,1,4,1,1,1,0,0,0,1,8.0613,4.1877,1.92499,1.23,0.203061,0.105486,0.0975742489099502,0.251654,1.4469,0.294583,0.716569,0.398987,,4.6289,-0.00473721,-0.0496221,999.0,,,,20368
Tanner Roark,,0,0,0,4.66515,1,0,0,0,1,4,1,1,1,0,0,0,1,7.0623,2.8674,2.46296,1.372,0.180349,0.0732246,0.1071247979998588,0.26433,1.3714,0.29561,0.70554,0.395987,,4.62911,-0.00473964,-0.0496221,999.0,,,,8753
Ryan Meisinger,,0,0,0,4.60683,1,0,0,0,1,4,1,1,1,0,0,0,1,7.8984,3.9699,1.98957,1.256,0.1995,0.100273,0.0992270931601524,0.253802,1.4342,0.294758,0.715115,0.401992,,4.62975,-0.00474707,-0.0496221,999.0,,,,18105
Blake Workman,ARI,0,0,0,4.70655,1,0,0,0,1,4,1,1,1,0,0,0,1,7.7256,3.141,2.4596,1.368,0.197107,0.0801378,0.1169689893722534,0.258383,1.3723,0.295356,0.703752,0.354066,,4.55543,-0.004765,-0.0469932,999.0,,,,sa3007856
Justin Maese,,0,0,0,4.54383,1,0,0,0,1,4,1,1,1,0,0,0,1,7.4655,4.0689,1.83477,1.156,0.187882,0.102401,0.0854813233017921,0.256166,1.4543,0.295752,0.714332,0.438001,,4.63131,-0.004765,-0.0496221,999.0,,,,sa875002
Calvin Coker,OAK,0,0,0,4.35393,1,0,0,0,1,4,1,1,0,0,0,0,1,7.1874,3.4614,2.07644,1.148,0.18384,0.0885359,0.095303863286972,0.255452,1.3862,0.291859,0.716118,0.419545,,4.44275,-0.00476946,-0.0563902,999.0,,,,sa3007932
Yoelvin Silven,CHW,0,0,0,4.6422,1,0,0,0,1,4,1,1,1,0,0,0,1,7.1568,3.3642,2.12734,1.36,0.181222,0.0851869,0.0960346385836601,0.262986,1.4188,0.295277,0.716591,0.42601,,4.72968,-0.00477163,-0.0511521,999.0,,,,sa3006619
Aaron Slegers,,0,0,0,4.64976,1,0,0,0,1,4,1,1,1,0,0,0,1,6.0399,3.0267,1.99554,1.192,0.153289,0.0768159,0.0764732882380485,0.273937,1.4315,0.301383,0.701401,0.463993,,4.63201,-0.00477307,-0.0496221,999.0,,,,15231
Andrew Edwards,,0,0,0,4.47984,1,0,0,0,1,4,1,1,0,0,0,0,1,8.2134,4.4316,1.85337,1.2,0.206237,0.111277,0.094960443675518,0.248341,1.4579,0.292824,0.726775,0.391989,,4.63216,-0.00477486,-0.0496221,999.0,,,,sa1170614
Wander Suero,,0,0,0,4.59567,1,0,0,0,1,4,1,1,1,0,0,0,1,7.2783,3.1743,2.29288,1.342,0.185737,0.081006,0.1047312840819358,0.258554,1.3751,0.291437,0.711196,0.379997,,4.63258,-0.0047796,-0.0496221,999.0,,,,15855
Colin McKee,,0,0,0,4.60134,1,0,0,0,1,4,1,1,1,0,0,0,1,8.1423,4.41,1.84633,1.191,0.204175,0.110585,0.0935906022787094,0.251046,1.4676,0.295851,0.716584,0.413007,,4.63406,-0.00479677,-0.0496221,999.0,,,,sa918482
Matt Brill,WSN,0,0,0,4.69521,1,0,0,0,1,4,1,1,1,0,1,0,1,7.4124,5.1066,1.45153,1.046,0.183104,0.126145,0.0569586455821991,0.258142,1.5693,0.30111,0.714708,0.481669,,4.82652,-0.00479917,-0.0465749,999.0,,,,sa738328
Jordan Stephens,,0,0,0,4.62186,1,0,0,0,1,4,1,1,1,0,0,0,1,7.5465,3.6126,2.08894,1.292,0.191351,0.091602,0.0997489690780639,0.257213,1.4142,0.294106,0.712648,0.394993,,4.63485,-0.00480586,-0.0496221,999.0,,,,sa875031
Sean Kealey,STL,0,0,0,4.31307,1,0,0,0,1,4,1,1,0,0,1,0,1,7.6923,4.5801,1.6795,1.074,0.193678,0.115318,0.0783593952655792,0.249385,1.4724,0.292153,0.731001,0.432689,,4.60286,-0.00480777,-0.0516244,999.0,,,,sa3015134
Riley Smith,,0,0,0,4.65705,1,0,0,0,1,4,1,1,1,0,0,0,1,6.138,2.3085,2.65887,1.389,0.157943,0.0594025,0.0985409840941429,0.273301,1.3564,0.296586,0.70304,0.409978,,4.63526,-0.0048106,-0.0496221,999.0,,,,19826
Bryan Dobzanski,,0,0,0,4.60548,1,0,0,0,1,4,1,1,1,0,0,0,1,7.6014,4.1346,1.83849,1.187,0.191129,0.10396,0.0871690362691879,0.256863,1.4662,0.297274,0.714834,0.425991,,4.63599,-0.00481892,-0.0496221,999.0,,,,sa829656
Jefry Rodriguez,,0,0,0,4.56165,1,0,0,0,1,4,1,1,1,0,0,0,1,7.6401,4.0392,1.89149,1.209,0.193548,0.102326,0.0912220776081085,0.255912,1.4454,0.296203,0.716835,0.41499,,4.63606,-0.00481981,-0.0496221,999.0,,,,17018
Joey Marciano,SFG,0,0,0,4.44618,1,0,0,0,1,4,1,1,0,0,0,0,1,7.4844,4.1985,1.78264,1.04,0.188315,0.105639,0.0826766341924667,0.258183,1.4754,0.30175,0.717101,0.444389,,4.47635,-0.00483598,-0.050101,999.0,,,,sa3004637
Zack Burdi,,0,0,0,4.374,1,0,0,0,1,4,1,1,0,0,0,0,1,8.7471,4.0302,2.17039,1.263,0.222454,0.102495,0.1199588030576706,0.241994,1.3856,0.288617,0.727589,0.380317,,4.47406,-0.00483703,-0.0520496,999.0,,,,19159
Zack Leban,MIA,0,0,0,4.53573,1,0,0,0,1,4,1,1,1,0,0,0,1,7.4916,3.7458,2.0,1.186,0.189526,0.0947632,0.0947632044553756,0.255718,1.4191,0.294525,0.710912,0.41399,,4.57104,-0.00483936,-0.0510779,999.0,,,,sa3007967
Jared Biddy,COL,0,0,0,5.45598,1,0,0,0,1,4,1,1,1,0,0,0,1,6.6564,3.4317,1.93968,1.439,0.164648,0.0848842,0.0797640308737754,0.287462,1.5494,0.31865,0.681601,0.444596,,4.99729,-0.00485645,-0.0354951,999.0,,,,sa3011303
Adolfo Ramirez,LAD,0,0,0,4.69233,1,0,0,0,1,4,1,1,1,0,0,0,1,7.6806,3.501,2.19383,1.364,0.194308,0.0885701,0.1057376936078071,0.260522,1.4196,0.297886,0.713172,0.417132,,4.68415,-0.0048579,-0.0505636,999.0,,,,sa3003015
