playerid,Name,Team,G,PA,AB,H,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA
13356,Bubba Starling,,101,354,331,74,8,37,28,19,88,1,4,1,0.224,0.266,0.341,0.608,0.264
sa3008182,Michael Siani,CIN,108,458,416,84,8,43,27,35,117,4,23,9,0.202,0.27,0.3,0.57,0.254
17478,Troy Stokes Jr.,,102,340,299,58,8,34,27,33,95,6,10,2,0.194,0.285,0.328,0.613,0.273
sa917333,Jair Camargo,MIN,80,315,300,62,12,29,36,10,117,3,2,1,0.207,0.239,0.353,0.592,0.255
6885,Ian Desmond,COL,129,464,425,103,17,59,59,33,115,3,7,3,0.242,0.3,0.442,0.743,0.316
sa3004937,Jared Young,CHC,100,405,373,86,8,43,39,24,92,4,4,1,0.231,0.282,0.346,0.628,0.274
sa3007633,Brendt Citta,PIT,50,196,180,40,2,22,16,11,45,4,1,2,0.222,0.281,0.328,0.608,0.266
sa1115884,Carter Bins,PIT,68,296,257,53,6,41,24,32,86,5,2,2,0.206,0.305,0.307,0.612,0.278
sa873634,Connor Justus,,99,362,323,59,5,35,23,30,106,6,3,3,0.183,0.263,0.269,0.533,0.242
sa3010594,Nate Fassnacht,PHI,74,287,258,46,6,33,24,27,108,2,5,2,0.178,0.261,0.295,0.556,0.249
sa829529,Jeren Kendall,LAD,80,336,306,49,12,33,37,26,148,2,12,6,0.16,0.229,0.324,0.553,0.241
sa3010590,Bryant Packard,DET,93,381,348,73,10,39,33,25,110,5,6,2,0.21,0.271,0.342,0.613,0.269
sa3002754,Tanner Nishioka,,67,234,213,47,4,23,20,11,72,6,2,1,0.221,0.275,0.329,0.603,0.265
sa917927,Will Benson,CLE,117,481,419,75,18,51,51,53,182,3,13,4,0.179,0.273,0.36,0.633,0.275
sa1159677,Kyle McCann,OAK,88,356,322,48,9,35,30,29,141,3,1,0,0.149,0.225,0.267,0.492,0.22
sa873982,Nick Banks,WSN,106,414,385,83,9,44,38,24,118,3,2,2,0.216,0.266,0.335,0.601,0.262
sa827344,Chris Chinea,,68,244,229,50,5,23,19,12,64,2,0,1,0.218,0.262,0.323,0.585,0.255
sa875875,Wagner Lagrange,,92,361,334,75,7,37,32,18,83,3,2,2,0.225,0.268,0.341,0.609,0.265
sa3003311,Marcos Gonzalez,CLE,73,267,248,51,8,22,20,15,92,2,0,2,0.206,0.256,0.343,0.598,0.261
sa3010399,Matt Gorski,PIT,92,383,354,69,6,42,31,22,123,2,11,1,0.195,0.244,0.294,0.538,0.237
sa828703,Marcus Wilson,SEA,107,441,389,72,13,49,36,44,178,4,10,3,0.185,0.273,0.332,0.604,0.268
sa3003961,Chase Pinder,STL,79,312,273,51,6,26,17,29,101,5,1,3,0.187,0.275,0.271,0.546,0.248
sa3003326,Wenceel Perez,DET,123,511,480,110,6,58,35,25,96,2,13,4,0.229,0.269,0.313,0.582,0.256
sa3015097,Bradlee Beesley,CHC,59,228,212,39,7,23,25,11,72,3,9,1,0.184,0.233,0.33,0.564,0.245
sa918444,Evan Alexander,NYY,62,207,188,33,4,16,11,16,70,2,5,3,0.176,0.246,0.277,0.523,0.234
13005,Kelby Tomlinson,,94,330,305,68,1,27,17,19,77,2,4,3,0.223,0.271,0.282,0.553,0.245
sa828686,Justin Twine,,90,326,301,57,4,27,22,14,112,5,8,2,0.189,0.235,0.276,0.511,0.224
sa3006720,Nick Podkul,TOR,77,294,263,50,6,30,23,25,77,4,5,2,0.19,0.27,0.308,0.578,0.256
sa3008293,Zack Kone,,69,258,239,42,3,22,15,18,91,1,3,1,0.176,0.236,0.251,0.487,0.22
sa3007515,Devin Foyle,OAK,100,407,367,72,8,44,37,31,113,4,6,4,0.196,0.264,0.313,0.578,0.255
sa597218,Hamlet Marte,,60,210,192,34,5,19,19,14,78,1,1,1,0.177,0.234,0.297,0.531,0.233
sa3003959,Cullen Large,TOR,112,451,407,93,8,49,35,32,119,5,3,3,0.229,0.29,0.351,0.642,0.281
sa658994,Tyler Krieger,,67,246,229,45,3,22,15,13,72,2,5,3,0.197,0.245,0.279,0.524,0.233
sa962601,Yasel Antuna,WSN,114,488,453,95,13,60,53,29,113,2,3,2,0.21,0.259,0.349,0.608,0.264
sa1169773,LJ Talley,TOR,86,349,318,68,8,42,32,24,83,1,2,0,0.214,0.269,0.333,0.602,0.263
sa3006785,Gunnar Troutwine,CHW,57,216,194,37,4,21,15,19,67,1,0,0,0.191,0.265,0.289,0.554,0.249
sa3006645,Bobby Honeyman,SEA,101,417,388,87,5,44,30,22,73,4,2,2,0.224,0.272,0.304,0.576,0.255
sa3003379,Josue Huma,CHC,99,368,341,69,5,44,28,22,82,3,5,1,0.202,0.256,0.284,0.541,0.241
sa658567,Tate Matheny,,87,316,293,61,7,32,28,19,109,2,7,3,0.208,0.26,0.331,0.591,0.259
sa3010052,Cody Grosse,SEA,69,255,227,41,2,29,13,21,77,2,6,1,0.181,0.253,0.233,0.486,0.223
sa3006900,Reivaj Garcia,CHC,56,186,180,37,2,16,9,6,58,0,2,0,0.206,0.231,0.267,0.498,0.219
sa1170296,Toby Welk,BAL,101,417,377,79,10,44,36,28,105,5,5,2,0.21,0.271,0.34,0.61,0.267
sa3004506,Matt Winaker,NYM,81,310,272,51,5,30,21,27,83,8,2,2,0.188,0.278,0.298,0.576,0.258
sa3005181,D.J. Stewart,PHI,100,415,386,91,11,53,46,21,89,3,4,2,0.236,0.278,0.368,0.646,0.28
sa3006662,Jay Schuyler,CIN,85,323,293,56,4,30,22,22,91,4,2,3,0.191,0.255,0.266,0.521,0.233
sa3006726,Ryne Ogren,BAL,81,314,287,56,4,31,22,19,77,4,2,1,0.195,0.253,0.279,0.532,0.237
sa915706,Matt McLaughlin,COL,95,375,342,79,4,36,23,26,85,4,4,6,0.231,0.292,0.313,0.605,0.27
24671,Cody Wilson,WSN,73,296,268,48,5,27,18,22,96,3,11,5,0.179,0.248,0.276,0.524,0.234
sa876111,Garrett Wolforth,CIN,81,317,299,57,9,30,33,15,104,1,2,1,0.191,0.231,0.328,0.559,0.24
sa915613,Nick Dunn,STL,100,394,363,78,4,43,29,22,69,3,2,2,0.215,0.263,0.292,0.555,0.245
sa3010707,Kyle Schmidt,MIN,45,173,157,30,1,16,8,13,49,2,0,1,0.191,0.26,0.242,0.502,0.23
sa1115500,Chase Murray,PIT,34,129,124,27,2,10,8,3,38,1,4,2,0.218,0.24,0.29,0.531,0.232
3411,Drew Butera,,76,255,226,36,4,19,17,19,81,5,2,1,0.159,0.238,0.257,0.495,0.224
sa3010395,Darius Hill,CHC,73,329,308,80,6,41,25,17,62,1,3,3,0.26,0.299,0.347,0.646,0.282
sa1170451,Bryce Ball,CHC,110,449,393,76,16,54,51,50,125,1,0,0,0.193,0.284,0.366,0.651,0.285
sa912848,Yusniel Diaz,BAL,78,320,291,58,8,33,31,24,98,3,2,4,0.199,0.266,0.333,0.6,0.264
sa3007005,Jeremy Eierman,OAK,97,409,380,65,10,34,34,21,151,5,7,3,0.171,0.223,0.295,0.518,0.227
sa736924,Luis Alejandro Basabe,,98,390,354,73,6,38,28,33,125,1,7,6,0.206,0.275,0.305,0.58,0.257
sa3014497,Tyler Keenan,SEA,76,313,276,48,6,30,22,21,126,4,0,1,0.174,0.238,0.275,0.513,0.228
sa918808,Matt Wallner,MIN,75,330,302,63,12,35,39,20,119,8,0,1,0.209,0.276,0.381,0.657,0.286
sa3002880,Danny Edgeworth,COL,59,207,189,39,5,20,16,14,65,3,2,1,0.206,0.272,0.323,0.595,0.262
19909,Anderson Tejeda,STL,86,340,318,54,9,28,29,20,142,1,10,3,0.17,0.221,0.296,0.516,0.226
19938,Aaron Whitefield,,115,434,397,78,5,46,28,27,139,2,21,8,0.196,0.249,0.275,0.523,0.233
sa738930,Taylor Snyder,COL,114,455,417,92,17,47,51,29,138,3,9,2,0.221,0.274,0.396,0.669,0.287
sa738434,Nick Longhi,,95,326,298,69,7,38,32,22,91,3,0,0,0.232,0.289,0.366,0.655,0.284
sa3007031,Davis Bradshaw,MIA,75,281,262,58,3,30,18,11,58,5,4,4,0.221,0.265,0.294,0.559,0.246
sa918840,Craig Dedelow,CHW,113,458,422,78,14,43,47,28,167,4,2,2,0.185,0.241,0.332,0.573,0.249
13269,Zach Vincej,,101,396,371,80,7,36,34,18,74,2,1,3,0.216,0.254,0.315,0.569,0.247
sa875884,Delvin Zinn,CHC,105,426,394,80,4,39,24,21,99,4,23,8,0.203,0.249,0.264,0.513,0.229
sa3005308,Diosbel Arias,TEX,115,472,435,105,5,55,37,30,101,2,3,2,0.241,0.291,0.326,0.618,0.272
sa3006869,Devin Mann,LAD,108,439,391,84,13,51,51,33,119,7,3,3,0.215,0.284,0.366,0.65,0.283
sa3007044,Greyson Jenista,ATL,105,393,351,68,14,38,40,36,147,2,4,3,0.194,0.27,0.356,0.627,0.274
sa915673,Jeremy Vasquez,NYM,113,450,403,87,7,46,38,38,108,3,1,2,0.216,0.286,0.32,0.606,0.268
sa3010328,C.J. Stubbs,HOU,86,350,323,65,8,31,25,21,131,4,5,5,0.201,0.258,0.313,0.571,0.252
sa918911,Armani Smith,SFG,90,375,351,82,9,47,37,19,103,3,4,1,0.234,0.278,0.356,0.634,0.276
sa3014524,Casey Martin,PHI,105,455,425,82,10,53,41,24,123,4,10,3,0.193,0.242,0.304,0.546,0.24
sa3008238,Korry Howell,MIL,103,429,390,78,12,43,37,31,141,6,13,4,0.2,0.269,0.338,0.607,0.267
sa3017076,Justin Williams,HOU,46,186,173,31,7,17,18,11,67,2,3,3,0.179,0.237,0.335,0.572,0.249
sa3011259,Logan Wyatt,SFG,83,337,294,62,3,47,19,39,68,2,1,2,0.211,0.307,0.269,0.575,0.265
sa658576,Jameson Fisher,CHW,100,414,374,79,9,41,35,32,122,3,2,2,0.211,0.277,0.329,0.606,0.267
19710,Ronnie Dawson,CIN,102,438,391,84,11,56,41,37,130,6,12,8,0.215,0.291,0.35,0.642,0.282
sa1053075,Marty Bechina,OAK,79,292,264,43,6,26,23,17,107,3,3,2,0.163,0.219,0.273,0.491,0.217
sa915707,Kevin Merrell,,95,360,335,66,4,31,24,19,100,2,10,3,0.197,0.243,0.284,0.527,0.231
sa3008146,Matt Pita,NYY,73,249,228,42,5,23,20,14,74,5,8,3,0.184,0.246,0.298,0.544,0.241
sa3008282,Andy Weber,CHC,102,417,382,75,2,35,25,26,123,4,2,0,0.196,0.254,0.277,0.531,0.235
sa917932,Blake Rutherford,CHW,122,508,478,107,8,48,43,23,135,2,6,3,0.224,0.261,0.333,0.594,0.257
sa829844,Riley Mahan,MIA,99,382,350,66,7,33,27,23,136,4,2,2,0.189,0.245,0.291,0.536,0.236
sa915847,Colton Shaver,HOU,92,364,320,56,15,40,41,36,143,7,0,1,0.175,0.272,0.359,0.631,0.278
sa875782,Scott Burcham,,63,185,170,33,3,16,11,12,56,1,2,2,0.194,0.25,0.288,0.538,0.236
sa875819,Dwanya Williams-Sutton,SDP,84,322,273,49,7,36,26,33,105,14,6,3,0.179,0.299,0.293,0.592,0.273
sa3007871,Jake Slaughter,CHC,98,388,362,75,4,41,26,15,109,8,8,3,0.207,0.253,0.279,0.532,0.237
sa3008141,Deacon Liput,LAD,93,370,345,64,11,33,36,21,137,2,7,3,0.186,0.236,0.319,0.555,0.242
11761,Drew Robinson,,56,198,174,27,4,19,14,21,92,1,3,2,0.155,0.249,0.264,0.513,0.231
sa916848,Franklin Labour,SFG,99,394,348,64,11,47,36,39,130,4,6,4,0.184,0.273,0.325,0.598,0.266
sa915652,Sean Bouchard,COL,95,396,363,82,10,40,36,26,116,3,6,4,0.226,0.281,0.375,0.656,0.284
sa3003185,Yunior Severino,MIN,103,442,403,88,8,52,40,31,141,4,2,0,0.218,0.28,0.337,0.617,0.271
sa917055,Miguel Hernandez,CIN,112,441,416,98,3,54,29,19,89,1,4,2,0.236,0.269,0.303,0.572,0.252
sa738667,Torii Hunter Jr.,LAA,89,352,321,63,5,30,19,26,122,3,10,3,0.196,0.262,0.283,0.546,0.244
12225,Scott Schebler,,85,324,295,53,9,33,30,20,105,7,2,1,0.18,0.248,0.308,0.556,0.246
sa3005233,LJ Hatch,COL,54,170,155,30,2,17,12,11,54,2,1,2,0.194,0.254,0.277,0.532,0.238
sa3004031,Alex Destino,CHW,107,454,417,81,16,47,49,32,159,3,1,0,0.194,0.256,0.343,0.599,0.261
sa874241,Cornelius Randolph,,85,318,289,60,8,33,29,26,103,2,6,2,0.208,0.277,0.332,0.609,0.269
sa3006880,Gabe Snyder,MIN,83,340,309,56,10,30,28,25,104,4,2,1,0.181,0.25,0.32,0.57,0.251
sa737904,Heath Quinn,SFG,70,277,254,50,7,25,26,18,99,3,1,1,0.197,0.256,0.323,0.579,0.254
sa3002722,Lazaro Alonso,MIA,94,361,319,62,8,36,28,39,127,2,1,1,0.194,0.285,0.304,0.589,0.263
sa3007030,Frankie Tostado,SFG,117,478,447,98,13,52,51,24,122,2,1,0,0.219,0.261,0.356,0.616,0.266
sa3009875,J.D. Orr,MIA,74,284,258,57,2,21,10,24,63,2,13,7,0.221,0.292,0.291,0.583,0.263
sa3007879,Tyler Durna,,103,425,388,86,5,51,33,30,80,4,1,3,0.222,0.283,0.307,0.59,0.263
sa3003171,Christopher Morel,CHC,113,459,418,86,15,50,54,31,136,2,12,3,0.206,0.262,0.364,0.625,0.27
sa3006911,Eric De La Rosa,DET,99,383,352,72,6,37,27,20,126,9,15,5,0.205,0.264,0.307,0.571,0.254
sa3003955,Ernie De La Trinidad,MIN,91,355,322,69,7,39,30,21,93,8,2,3,0.214,0.277,0.32,0.597,0.264
sa3011308,Thomas Dillard,MIL,101,426,377,73,13,49,41,41,152,3,4,1,0.194,0.276,0.334,0.61,0.27
sa872550,Frederick Cuevas,,79,292,268,51,5,27,21,19,77,1,6,2,0.19,0.246,0.299,0.544,0.24
sa829783,Quinn Brodey,NYM,98,383,348,65,7,35,30,25,131,3,10,3,0.187,0.245,0.296,0.541,0.238
sa3010897,Shayne Fontana,BAL,91,371,334,67,9,39,28,31,94,3,5,3,0.201,0.273,0.335,0.608,0.268
sa3003274,Luis Mieses,CHW,120,503,473,111,16,53,58,17,101,3,0,0,0.235,0.263,0.397,0.661,0.281
sa738979,Brandon Wagner,,96,353,308,52,8,36,27,35,144,7,1,1,0.169,0.267,0.273,0.54,0.247
sa3004968,Tristen Lutz,MIL,85,356,327,71,8,38,31,22,122,4,2,4,0.217,0.273,0.333,0.607,0.266
sa3002847,Cesar Izturis Jr.,SEA,103,411,390,82,4,45,29,15,95,2,4,3,0.21,0.242,0.277,0.519,0.229
13154,Marco Hernández,,106,369,349,81,4,34,24,9,73,3,2,3,0.232,0.255,0.312,0.567,0.246
sa1116023,Will Matthiessen,PIT,87,348,321,66,7,41,31,24,127,1,1,2,0.206,0.262,0.318,0.58,0.255
sa3010273,Wil Dalton,BOS,97,369,340,62,9,39,33,24,110,3,2,2,0.182,0.242,0.306,0.548,0.241
sa738961,Caleb Hamilton,MIN,86,317,283,48,7,32,28,30,108,1,3,2,0.17,0.25,0.29,0.54,0.241
sa3003195,Freudis Nova,HOU,86,336,316,61,4,28,18,19,108,1,7,2,0.193,0.241,0.272,0.513,0.228
sa874209,Corey Bird,,94,327,298,64,5,29,21,25,73,2,11,2,0.215,0.279,0.315,0.595,0.262
sa658966,Mikey White,,80,338,308,58,7,33,31,23,109,4,1,1,0.188,0.252,0.302,0.554,0.244
sa918552,Reynaldo Rivera,DET,99,370,340,61,17,34,46,20,152,4,1,0,0.179,0.232,0.368,0.599,0.257
sa3004264,Livan Soto,LAA,108,468,432,86,10,46,34,28,111,2,9,3,0.199,0.249,0.313,0.562,0.246
sa857823,Preston Palmeiro,LAA,110,432,402,83,10,41,38,25,112,1,3,2,0.206,0.253,0.323,0.577,0.252
sa3014452,Daniel Cabrera,DET,121,508,477,101,15,56,54,22,120,1,5,2,0.212,0.246,0.354,0.6,0.257
sa3004285,Dylan Rosa,DET,86,315,295,58,9,29,29,15,108,4,3,2,0.197,0.244,0.332,0.577,0.251
sa739574,Samir Dueñez,,94,376,344,67,11,36,36,26,109,1,2,0,0.195,0.251,0.331,0.582,0.251
sa3004146,Jeisson Rosario,BOS,109,452,404,88,6,59,34,41,122,3,9,5,0.218,0.293,0.312,0.605,0.271
sa916997,Harvin Mendoza,CHW,121,489,451,105,7,46,33,28,77,4,1,0,0.233,0.282,0.315,0.597,0.262
sa3009957,Aaron Schunk,COL,90,390,365,82,7,47,33,17,105,4,8,3,0.225,0.265,0.332,0.597,0.261
sa917075,Yeison Coca,MIL,99,354,328,61,6,34,26,23,116,1,7,6,0.186,0.241,0.284,0.524,0.232
sa943817,Jerar Encarnación,MIA,105,429,396,79,11,41,36,28,151,3,5,4,0.199,0.257,0.323,0.58,0.254
sa3004242,Chad Spanberger,,105,410,375,71,13,41,42,29,143,3,3,2,0.189,0.252,0.336,0.588,0.255
sa918259,Mitch Roman,CHW,89,331,303,55,2,27,16,23,115,2,10,3,0.182,0.242,0.231,0.473,0.216
sa3002711,Nicolas Torres,PHI,106,410,383,89,7,54,35,24,101,1,8,2,0.232,0.279,0.329,0.608,0.267
sa872729,Dariel Gomez,SEA,92,382,346,62,10,38,33,30,154,3,0,1,0.179,0.249,0.309,0.559,0.246
sa3014832,Matt Scheffler,SEA,64,259,237,44,6,30,24,17,76,3,1,1,0.186,0.248,0.287,0.535,0.239
16839,Braxton Lee,,93,347,315,69,1,37,20,26,91,2,4,3,0.219,0.282,0.283,0.565,0.254
sa3008180,Grant Koch,PIT,80,308,284,51,5,29,23,20,73,2,0,1,0.18,0.238,0.268,0.505,0.226
sa875030,Jagger Rusconi,CHW,77,295,276,49,3,23,16,12,111,4,2,2,0.178,0.222,0.254,0.475,0.211
sa1170420,Elvis Peralta,OAK,72,267,245,43,2,26,15,18,86,3,9,2,0.176,0.241,0.241,0.481,0.219
sa3007046,Jameson Hannah,COL,95,409,374,88,5,32,21,25,108,4,9,3,0.235,0.288,0.332,0.62,0.272
sa917319,Carlos Rincon,NYM,112,446,408,81,15,47,45,31,146,4,4,0,0.199,0.261,0.35,0.612,0.267
sa873997,Casey Golden,COL,81,341,306,58,12,37,33,25,149,8,4,3,0.19,0.267,0.346,0.613,0.269
sa3006729,Jacob Rhinesmith,WSN,116,484,441,97,8,55,43,35,100,4,7,2,0.22,0.282,0.329,0.611,0.269
sa918220,Armond Upshaw,WSN,102,395,359,66,6,39,29,28,139,5,14,7,0.184,0.252,0.276,0.528,0.237
sa657935,Joe DeCarlo,,52,195,177,30,4,17,13,14,63,2,0,0,0.169,0.237,0.266,0.503,0.226
sa658502,Ryan Ripken,,66,245,232,42,3,20,16,10,77,1,1,0,0.181,0.217,0.259,0.476,0.21
sa3005053,J.D. Osborne,MIA,66,254,234,44,5,24,21,13,81,5,1,0,0.188,0.244,0.286,0.53,0.236
sa3008076,Madison Stokes,PHI,101,406,376,76,9,38,32,23,124,3,1,2,0.202,0.252,0.322,0.574,0.251
sa918086,Luis Curbelo,CHW,117,477,448,77,19,46,55,24,198,2,1,1,0.172,0.216,0.346,0.562,0.24
sa659238,Elier Hernandez,,112,435,404,85,10,45,40,22,123,5,5,3,0.21,0.259,0.324,0.583,0.255
sa828696,Ti'Quan Forbes,,111,426,395,84,6,38,30,22,116,6,3,4,0.213,0.264,0.304,0.568,0.251
sa3009872,Quin Cotton,CIN,90,367,343,71,8,37,33,19,114,2,13,6,0.207,0.251,0.318,0.569,0.248
sa3004061,Connor Hoover,SEA,99,411,369,62,11,33,31,37,135,2,10,3,0.168,0.246,0.298,0.544,0.242
sa3006674,Jake Anchia,SEA,82,332,309,52,11,30,34,15,115,4,0,0,0.168,0.215,0.301,0.516,0.224
sa829813,Carl Chester,TEX,107,415,388,75,6,38,32,20,130,3,8,6,0.193,0.237,0.284,0.521,0.23
sa829268,Drew Lugbauer,ATL,106,423,389,69,16,40,46,30,180,3,0,0,0.177,0.241,0.342,0.583,0.253
sa3003316,Alexander Canario,CHC,109,461,431,83,19,42,48,24,140,1,11,4,0.193,0.235,0.36,0.595,0.255
sa3004149,Agustin Ruiz,SDP,115,497,457,95,16,55,55,31,146,4,2,2,0.208,0.263,0.354,0.617,0.268
sa3006711,Gage Canning,WSN,94,377,351,71,6,32,26,22,120,3,3,4,0.202,0.255,0.308,0.563,0.248
sa3011256,Drew Mendoza,WSN,100,408,368,71,8,46,33,31,126,5,4,1,0.193,0.264,0.299,0.562,0.251
sa875352,Brantley Bell,,97,329,303,63,3,33,22,21,77,3,8,3,0.208,0.265,0.284,0.549,0.243
sa830300,Franklin Torres,,80,326,301,62,4,31,21,23,94,1,1,0,0.206,0.264,0.289,0.553,0.245
sa917197,Jesus Lujano,MIL,93,336,313,66,6,34,24,18,91,3,7,3,0.211,0.26,0.31,0.57,0.251
sa3007501,Jonah Davis,STL,94,380,343,55,11,34,32,30,179,6,4,8,0.16,0.239,0.297,0.537,0.239
sa918203,Josh Stephen,PHI,110,404,362,74,8,46,36,33,118,3,4,4,0.204,0.274,0.331,0.606,0.266
sa875606,Mylz Jones,,100,336,314,67,7,30,24,15,83,3,9,5,0.213,0.254,0.331,0.586,0.255
sa1169950,Aaron Shackelford,PIT,93,404,373,69,10,42,38,22,132,4,2,1,0.185,0.237,0.311,0.548,0.239
sa3004055,Austin Beck,OAK,88,340,318,57,8,33,32,16,120,2,2,1,0.179,0.222,0.296,0.517,0.224
sa3004969,Je'Von Ward,MIL,94,377,347,70,6,40,30,23,112,1,6,5,0.202,0.251,0.3,0.551,0.242
sa875404,Reggie Pruitt,,94,351,322,53,3,31,19,24,140,3,16,7,0.165,0.229,0.239,0.468,0.212
sa875336,Yeltsin Encarnacion,,91,334,308,55,2,28,15,20,99,1,4,6,0.179,0.229,0.227,0.456,0.204
sa3005541,Luis Toribio,SFG,101,436,395,70,10,51,35,38,140,1,1,1,0.177,0.251,0.296,0.547,0.244
