,Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
387,Sandy Leon,,32,128,114,22,15,4,0,2,11,11,11,0,34,1,1,1,2,0,0,0.192735,0.0867398,0.264462,0.327986,0.27103,0.296609,0.256349,0.567638,0.103874,2.1159,0.248706,,-0.11301,9.21253,-5.42977,63.1706,-0.11301,1.93,-5.506171718239784,4.399135708808899,0.323254,999.0,,,,5273
388,Brian Serven,COL,57,222,202,46,30,10,1,5,23,22,14,0,49,3,2,1,4,0,0,0.225108,0.0633613,0.218617,0.289828,0.284224,0.360287,0.284082,0.644511,0.135179,2.94698,0.268108,,-0.180121,20.8614,-4.52456,66.6518,-0.180121,0.0,-8.781862735748291,4.398148059844971,0.322597,999.0,,,,19422
389,Canaan Smith-Njigba,PIT,36,151,134,33,22,7,1,3,17,14,16,1,37,1,1,0,3,3,0,0.244851,0.102926,0.243228,0.423169,0.326572,0.368149,0.308203,0.69472,0.123297,4.50961,0.315626,,0.177418,17.1112,-0.185313,97.5434,0.177418,-0.1,-0.2543048113584518,-1.766666628420353,0.321209,999.0,,,,23264
390,Zack Short,DET,37,154,135,27,17,7,1,3,15,14,16,1,44,2,1,0,2,1,0,0.201935,0.105092,0.283631,0.370524,0.292877,0.336208,0.280842,0.629085,0.134272,4.05362,0.268294,,-0.0202974,14.1202,-3.54618,82.4672,-0.0202974,0.32,-3.068515671417117,1.2024354338645935,0.319772,999.0,,,,19562
391,Garrett Stubbs,HOU,29,114,101,21,14,4,0,2,12,10,11,0,27,1,1,0,2,2,0,0.211513,0.094523,0.233695,0.404472,0.291943,0.331867,0.278767,0.62381,0.120354,4.80701,0.26226,,0.087338,10.2385,-2.80658,76.4885,0.087338,0.0,-3.0290340930223465,2.237654209136963,0.319204,747.5900268554688,,,,18067
392,Emmanuel Rivera,ARI,75,317,291,72,47,15,1,8,34,36,20,0,71,3,2,1,7,2,1,0.246944,0.0617892,0.224247,0.275541,0.299237,0.392049,0.302289,0.691287,0.145106,3.42922,0.297647,,-0.222551,34.344,-1.87568,92.2239,-0.222551,-0.2,-3.0842858403921127,-4.527697280049324,0.317739,999.0,,,,19890
393,Dominic Smith,WSN,107,447,404,98,62,22,1,12,45,48,33,2,98,7,3,0,8,1,0,0.241505,0.0735558,0.218868,0.336073,0.307187,0.389627,0.304919,0.696814,0.148123,2.84228,0.288553,,-0.36322,49.4734,-1.71611,94.3167,-0.36322,-0.4,-3.319180727005005,-8.704738050699234,0.316154,501.8599853515625,,,,15653
394,Alan Trejo,COL,57,243,227,55,35,13,1,6,26,26,11,0,60,2,2,1,4,2,1,0.241728,0.0435431,0.249003,0.17487,0.280544,0.385802,0.289876,0.666347,0.144074,4.27091,0.301055,,-0.0998649,23.9344,-3.83148,70.6121,-0.0998649,1.05,-8.390760377049446,3.225925922393799,0.313977,999.0,,,,20056
395,Jordan Westburg,BAL,31,131,118,27,18,5,0,3,14,13,10,0,35,2,1,0,2,1,0,0.230425,0.0762279,0.269677,0.282664,0.296907,0.358043,0.289432,0.65495,0.127618,4.3926,0.301555,,0.0366731,12.841,-2.1091,87.5282,0.0366731,0.0,-1.7982640862464905,0.579109787940979,0.308405,999.0,,,,sa3014499
396,Austin Wynns,,32,126,115,26,20,4,0,2,11,11,9,0,27,1,1,1,3,0,0,0.227566,0.0736716,0.212047,0.347431,0.291051,0.315324,0.27182,0.606374,0.0877577,2.05856,0.27966,,-0.122949,10.6589,-3.81123,74.8784,-0.122949,0.0,-3.816468052566052,2.4691357612609863,0.304776,750.0,,,,15271
397,Brandon Dixon,SDP,53,231,212,47,29,9,1,8,26,28,15,1,70,2,1,0,3,3,1,0.223286,0.0631345,0.305167,0.206885,0.278889,0.390762,0.290874,0.669651,0.167476,4.30201,0.289821,,0.0047879,22.9521,-3.46177,89.966,0.0047879,0.48,-2.688140888698399,-2.178179055452347,0.303624,999.0,,,,15214
398,Brad Miller,TEX,79,336,297,66,40,12,1,12,38,38,33,1,95,2,2,0,6,3,1,0.221236,0.0980929,0.283576,0.345914,0.301001,0.391869,0.303856,0.69287,0.170632,4.01767,0.280029,,-0.0954274,36.8586,-1.57186,97.4133,-0.0954274,-2.01,-1.0737177431583405,-6.762141466140747,0.299094,701.5,,,,12775
399,Tucupita Marcano,PIT,34,144,131,32,23,6,1,2,15,12,11,0,26,1,1,1,3,3,1,0.2434,0.0792528,0.177927,0.445423,0.305978,0.346465,0.289127,0.652444,0.103065,5.17093,0.287174,,0.147917,14.1461,-2.36419,84.5048,0.147917,-0.11,-2.4514853060245514,0.4146913439035415,0.295302,999.0,,,,22871
400,Jake Burger,CHW,36,151,138,33,21,6,0,5,17,18,9,0,40,2,1,0,3,0,0,0.239611,0.0626665,0.267194,0.234536,0.296668,0.411075,0.308082,0.707743,0.171465,2.56421,0.296099,,-0.125691,17.0507,-0.199373,99.8774,-0.125691,-0.63,-0.1465013790875673,-1.842121243476868,0.294751,609.0,,,,22275
401,Jordan Groshans,MIA,26,110,100,25,18,5,0,1,10,10,8,0,22,1,1,0,2,0,0,0.247635,0.0753039,0.200439,0.375694,0.30722,0.342105,0.288718,0.649325,0.0944696,2.38558,0.302223,,-0.103985,10.7149,-1.83232,87.0545,-0.103985,0.17,-1.754375860095024,0.8457634896039963,0.29154,999.0,,,,23794
402,Jonah Bride,OAK,34,140,124,29,21,6,0,2,13,12,12,0,26,3,1,1,3,0,0,0.234749,0.0881661,0.1865,0.47274,0.315172,0.33414,0.292114,0.649311,0.0993902,2.50354,0.281263,,-0.136896,14.0762,-1.96419,94.3916,-0.136896,-0.16,-1.0222200900316238,-0.7346619665622711,0.283772,999.0,,,,24703
403,Yu Chang,,29,126,114,25,15,6,1,4,13,13,9,0,37,2,1,0,2,1,0,0.218892,0.0729322,0.293595,0.248411,0.284214,0.373672,0.289346,0.657885,0.15478,4.07523,0.286943,,-0.0389709,12.3715,-2.04199,86.0841,-0.0389709,0.17,-2.044922072440386,0.6175308376550674,0.282751,999.0,,,,14773
404,Cam Gallagher,,19,76,69,14,10,3,0,1,6,6,5,0,19,1,0,1,1,0,0,0.207564,0.070233,0.247541,0.283723,0.269971,0.293359,0.252932,0.56333,0.0857953,2.28323,0.268976,,-0.0636914,5.24586,-3.41875,61.367,-0.0636914,2.16,-3.357926659286022,3.626049399375916,0.281082,999.0,,,,12981
405,Trevor Larnach,MIN,62,263,234,53,34,11,1,7,28,28,25,1,82,3,1,0,5,0,0,0.225489,0.0932969,0.31023,0.300735,0.305884,0.3737,0.299802,0.679585,0.148211,2.64913,0.309547,,-0.225928,28.023,-2.0788,96.0044,-0.225928,0.37,-1.4095817804336548,-4.374897837638855,0.271358,559.6400146484375,,,,21501
406,Hanser Alberto,,58,252,239,59,43,11,1,4,24,24,8,0,38,3,2,2,5,2,1,0.248966,0.0303294,0.149718,0.202577,0.27766,0.352499,0.275295,0.630159,0.103533,3.78692,0.279102,,-0.152527,21.93,-6.89698,76.3268,-0.152527,0.42,-6.97743085026741,1.3150616586208344,0.270715,999.0,,,,11902
407,Corey Dickerson,WSN,75,322,299,75,51,15,2,7,34,33,19,2,58,2,2,0,6,3,1,0.251294,0.0581056,0.178636,0.325273,0.298142,0.381729,0.295685,0.679871,0.130436,4.35277,0.289443,,-0.100922,33.2376,-3.59692,90.4858,-0.100922,-0.9,-3.6057378724217415,-4.372222065925598,0.267931,673.8599853515625,,,,10762
408,Ryan Kreidler,DET,104,430,388,84,56,17,2,9,43,37,33,0,125,5,3,1,6,8,2,0.215993,0.0760323,0.291996,0.260388,0.284003,0.338503,0.276712,0.622506,0.12251,5.10589,0.29256,,0.29068,37.8809,-11.2777,79.5525,0.29068,-3.37,-9.60142257809639,-1.5436909198760986,0.264804,999.0,,,,25867
409,Joey Meneses,WSN,141,590,545,137,91,25,1,20,61,71,37,4,139,3,4,1,13,0,0,0.251891,0.0630453,0.236202,0.266912,0.301364,0.409347,0.307495,0.710711,0.157456,1.68218,0.301741,,-0.524227,66.4221,-1.05498,96.0775,-0.524227,-0.96,-3.2135509848594666,-14.116761147975922,0.261291,999.0,,,,14366
410,Nick Madrigal,CHC,24,103,94,26,21,4,1,0,10,8,6,0,11,1,1,1,3,2,1,0.274449,0.0572244,0.103945,0.550527,0.3241,0.329021,0.291453,0.653121,0.0545719,4.536,0.307219,,-0.0422018,10.2708,-1.4947,86.9548,-0.0422018,0.26,-1.6016863286495209,0.6303703486919403,0.260848,622.9099731445312,,,,20521
411,Darin Ruf,NYM,37,162,141,32,20,6,0,5,18,19,17,0,44,2,1,0,3,0,0,0.223129,0.10789,0.272184,0.396387,0.315772,0.381827,0.309158,0.697599,0.158698,2.42921,0.282741,,-0.149958,18.4641,-0.0756342,104.622,-0.149958,-0.37,0.7206469923257828,-3.705769896507263,0.258317,724.27001953125,,,,9929
412,Yainer Diaz,HOU,18,73,68,17,12,3,0,2,8,8,3,0,14,0,0,0,2,0,0,0.254002,0.0461423,0.198873,0.232019,0.291625,0.384054,0.29458,0.675678,0.130052,3.14436,0.297348,,-0.0442683,7.42383,-0.873928,91.4982,-0.0442683,0.41,-0.7385266423225403,0.8897979855537415,0.258104,999.0,,,,23003
413,Gilberto Celestino,MIN,42,180,164,39,29,8,1,2,18,14,14,0,39,1,1,0,4,2,1,0.240415,0.0767029,0.219387,0.349624,0.302953,0.328799,0.281482,0.631752,0.0883837,4.32404,0.305092,,-0.0366053,16.5532,-4.04274,83.0762,-0.0366053,0.34,-3.4668783210217957,0.1779629439115524,0.255897,999.0,,,,20233
414,Nick Solak,CIN,24,103,92,24,16,4,0,3,12,11,8,0,22,2,1,0,2,2,1,0.254696,0.0731233,0.21643,0.337861,0.321273,0.394592,0.315528,0.715866,0.139896,4.4324,0.305877,,0.0117173,12.2105,0.47142,96.0285,0.0117173,-0.04,-0.4619924481958151,-0.5749794021248817,0.25314,641.8599853515625,,,,19294
415,Mario Feliciano,,13,49,45,11,8,2,0,1,5,5,2,0,11,1,0,0,1,0,0,0.239086,0.0509851,0.231055,0.220662,0.285789,0.358484,0.283017,0.644274,0.119398,3.67308,0.29634,,-0.0139339,4.55739,-1.0388,84.002,-0.0139339,0.84,-0.8949909321963787,1.7387492060661316,0.251951,999.0,,,,20263
416,Michael Busch,LAD,40,174,157,34,21,8,0,4,18,18,14,0,51,2,1,0,3,0,0,0.217134,0.0788087,0.294839,0.267294,0.288249,0.357273,0.28588,0.645523,0.140139,2.89104,0.289726,,-0.110498,16.6342,-3.30468,84.4738,-0.110498,0.0,-3.255983561277389,-0.2057613283395767,0.251421,999.0,,,,sa3011540
417,Israel Pineda,WSN,19,75,69,15,10,3,0,2,7,8,4,0,20,1,0,0,1,0,0,0.22246,0.0598945,0.267574,0.223842,0.273903,0.356512,0.276379,0.630415,0.134051,2.84148,0.281927,,-0.0335746,6.55461,-1.97698,74.8101,-0.0335746,0.57,-2.2171926759183407,2.0360493063926697,0.244084,999.0,,,,22906
418,Yuli Gurriel,,117,504,469,118,80,26,2,10,53,53,25,0,65,4,4,1,10,4,1,0.252267,0.0502827,0.129741,0.387563,0.2941,0.383694,0.29598,0.677793,0.131427,3.82645,0.271232,,-0.222996,52.1422,-5.51188,90.6906,-0.222996,0.4,-5.590722635388374,-8.6277776658535,0.237595,574.0,,,,19198
419,JJ Bleday,MIA,81,343,301,62,36,14,2,10,35,36,37,0,93,3,2,0,4,2,1,0.206082,0.106717,0.272546,0.391556,0.295513,0.363437,0.292553,0.65895,0.157356,3.96031,0.260392,,-0.125994,34.5284,-4.68167,89.6758,-0.125994,-1.87,-4.239138215780258,-5.064444422721863,0.23235,999.0,,,,26368
420,Ben Rortvedt,NYY,21,82,75,15,10,3,0,2,7,8,6,0,25,1,0,0,1,0,0,0.196848,0.0763214,0.304523,0.250626,0.266823,0.320503,0.261704,0.587325,0.123655,2.28562,0.265093,,-0.0621238,6.28754,-3.14811,68.501,-0.0621238,0.93,-2.987062465399504,2.5503703951835632,0.229587,999.0,,,,20287
421,Dillon Dingler,DET,16,61,56,12,8,2,0,1,5,6,4,0,19,1,0,0,1,0,0,0.21178,0.0621409,0.311583,0.199436,0.272427,0.333494,0.268187,0.605921,0.121715,3.12888,0.29421,,-0.0435734,4.99581,-2.02685,73.5369,-0.0435734,0.87,-1.8724760748445988,2.1045678853988647,0.229369,999.0,,,,sa3014528
422,Robinson Chirinos,,49,192,167,34,21,7,0,5,19,19,17,0,59,5,1,1,3,1,0,0.201011,0.0860125,0.306903,0.28026,0.289114,0.33894,0.281763,0.628054,0.13793,2.88523,0.272991,,-0.181442,17.6952,-4.26829,80.8182,-0.181442,-3.49,-4.394812360405922,0.2908642292022705,0.228333,999.0,,,,3142
423,Gabriel Arias,CLE,34,145,133,33,23,6,1,3,15,15,9,0,38,1,1,0,3,1,0,0.244819,0.0630155,0.263411,0.239229,0.298096,0.369826,0.293821,0.667921,0.125007,3.74314,0.318023,,-0.0574104,14.7121,-1.82939,90.2224,-0.0574104,-0.58,-1.6490976065397265,-0.8048677295446396,0.22521,999.0,,,,22563
424,Max Schrock,SDP,28,119,110,26,18,5,0,2,12,11,7,0,21,1,1,0,2,1,0,0.234398,0.0612085,0.177545,0.34475,0.28706,0.342716,0.277992,0.629776,0.108318,3.89551,0.271189,,-0.0280306,10.6064,-3.00071,81.1608,-0.0280306,0.34,-2.6326763536781077,0.7720987498760223,0.224273,999.0,,,,17750
425,Tyler Heineman,,26,100,91,20,15,4,0,1,9,8,6,0,17,1,1,1,2,1,0,0.22173,0.0620832,0.166689,0.372449,0.279026,0.31189,0.262933,0.590916,0.0901599,3.74255,0.258023,,-0.02486,7.73169,-3.72445,66.6014,-0.02486,0.62,-3.9125164914876223,2.62617290019989,0.218232,999.0,,,,13897
426,Enmanuel Valdez,BOS,28,118,108,25,15,7,0,3,13,13,9,0,28,1,1,0,2,1,0,0.227878,0.0720595,0.240684,0.299394,0.287832,0.382263,0.292539,0.670095,0.154385,4.28937,0.279015,,0.01591,11.9151,-1.61703,83.8336,0.01591,0.0,-2.136993784457445,0.4320987462997436,0.21601,999.0,,,,sa917288
427,Victor Reyes,CHW,36,151,140,35,25,7,1,3,17,15,8,0,32,1,1,0,3,2,1,0.251425,0.0562961,0.214272,0.262732,0.29751,0.375851,0.294926,0.673361,0.124427,4.77959,0.304146,,0.0496908,15.4746,-1.77545,90.5933,0.0496908,-0.25,-1.547195602208376,-1.2222222089767456,0.21277,747.8599853515625,,,,15487
428,Raimel Tapia,,71,308,287,73,53,14,2,4,34,26,17,1,57,1,2,2,7,9,2,0.253916,0.0563154,0.185861,0.302997,0.296917,0.355081,0.286422,0.651999,0.101165,5.76408,0.303801,,0.617366,29.526,-5.70704,84.0535,0.617366,-1.45,-5.001576542854309,-3.051377058029175,0.211988,665.4500122070312,,,,14350
429,Oscar Colas,CHW,92,391,360,83,56,15,1,12,40,42,24,2,103,5,2,0,7,2,0,0.232007,0.061113,0.264474,0.231073,0.286741,0.376483,0.289299,0.663224,0.144476,3.3497,0.29143,,-0.170512,38.3469,-6.34639,86.6228,-0.170512,0.0,-6.054264739155769,-4.358891010284424,0.211307,999.0,,,,sa3018099
430,Andrew Knizner,STL,49,190,171,38,27,7,0,4,18,18,15,0,40,3,1,0,4,0,0,0.219858,0.0768058,0.207568,0.370028,0.291079,0.33334,0.278606,0.624419,0.113482,2.07805,0.260985,,-0.180048,17.0701,-4.7102,81.2789,-0.180048,-3.87,-4.323058858513832,-0.0891356468200683,0.208415,730.8599853515625,,,,19514
431,Yonny Hernandez,LAD,21,91,80,18,15,3,0,0,10,5,9,0,17,1,1,1,2,5,1,0.231429,0.0952192,0.187792,0.507047,0.314514,0.281401,0.273041,0.595915,0.0499715,5.88142,0.290533,,0.262232,7.72525,-2.64298,75.6977,0.262232,0.21,-2.297966331243515,1.182222202420235,0.202594,738.0,,,,19432
432,JesÃºs Aguilar,,84,364,328,77,50,14,0,13,38,44,28,1,79,4,4,0,6,1,0,0.235745,0.0772375,0.216381,0.356951,0.300064,0.399626,0.305794,0.699691,0.163882,1.83863,0.26783,,-0.342528,40.4962,-1.14281,97.5057,-0.342528,-1.43,-1.3812282383441925,-8.593742489814758,0.20246,658.27001953125,,,,11342
433,Tim Locastro,,15,63,57,13,9,3,0,1,7,5,3,0,14,3,0,0,1,3,1,0.231444,0.0505773,0.218238,0.231753,0.302732,0.350957,0.291727,0.653689,0.119513,6.92416,0.286347,,0.281483,6.30495,-0.90181,87.7378,0.281483,0.18,-0.6023077964782715,0.4114814698696136,0.196275,999.0,,,,15124
434,IvÃ¡n Herrera,STL,11,45,40,9,7,2,0,1,5,4,4,0,10,1,0,0,1,0,0,0.235051,0.0829996,0.223155,0.371937,0.307363,0.353113,0.293678,0.660476,0.118063,3.04725,0.288158,,-0.0244101,4.53513,-0.569638,91.5805,-0.0244101,-0.02,-0.4611117988824844,0.8287654332816601,0.196027,999.0,,,,20599
435,Ryan McKenna,BAL,18,76,67,16,10,3,0,2,8,7,6,0,23,1,0,0,1,1,0,0.230469,0.0851999,0.301148,0.282917,0.304309,0.36208,0.295047,0.666389,0.131612,5.12114,0.319576,,0.0517229,7.77179,-0.883541,91.4907,0.0517229,0.57,-0.6730896383523941,0.1070370376110076,0.193226,999.0,,,,19928
436,Kevin Smith,OAK,36,147,134,28,17,7,1,3,13,13,9,0,45,1,1,1,2,2,1,0.205095,0.0641698,0.309559,0.207295,0.261453,0.336058,0.262497,0.597511,0.130963,4.77159,0.280507,,0.12684,11.2902,-5.51404,73.4915,0.12684,0.81,-4.256965801119804,1.4160605669021606,0.19225,745.5900268554688,,,,20242
437,RenÃ© Pinto,TBR,13,50,47,10,6,2,0,1,4,5,3,0,16,0,0,0,1,0,0,0.210651,0.0542889,0.312688,0.17362,0.259142,0.335502,0.261286,0.594644,0.124851,2.66011,0.288207,,-0.0314533,3.81236,-1.93387,72.479,-0.0314533,0.78,-1.5877572409808636,1.7830864191055298,0.188248,999.0,,,,19859
438,Nick Maton,DET,21,90,80,17,11,4,0,2,9,9,8,0,25,1,1,0,1,1,0,0.214326,0.0924158,0.274644,0.336494,0.292483,0.347192,0.284315,0.639675,0.132865,4.07108,0.280622,,-0.0263992,8.49957,-1.8231,80.2808,-0.0263992,0.42,-2.0946405343711376,0.7637149095535278,0.178596,999.0,,,,21635
439,Yolbert Sanchez,CHW,37,158,146,37,29,7,0,1,15,12,8,0,26,1,1,2,4,2,1,0.253703,0.0511682,0.163688,0.312597,0.296069,0.326578,0.275272,0.622647,0.0728749,3.9833,0.299563,,0.0428624,13.7165,-4.31759,76.7243,0.0428624,0.0,-4.088047530502081,0.7613168358802795,0.177143,999.0,,,,sa3011471
440,Mark Mathias,TEX,21,89,79,18,11,4,0,2,9,8,8,0,23,1,1,0,1,2,0,0.223731,0.0847868,0.261316,0.324461,0.299114,0.362233,0.292406,0.661348,0.138502,4.51427,0.286618,,0.042105,8.96801,-1.22783,89.3327,0.042105,0.2,-1.0282459631562233,-0.1703703552484512,0.171778,749.9099731445312,,,,18032
441,Cristian Pache,OAK,71,294,271,59,41,12,1,4,26,24,17,0,80,2,1,2,5,3,1,0.217552,0.0585165,0.271396,0.215613,0.266966,0.321575,0.260078,0.588541,0.104022,4.24332,0.289676,,0.0313462,22.0159,-11.5926,71.7848,0.0313462,0.49,-9.30073942989111,1.5856789350509644,0.171017,738.72998046875,,,,19948
442,Cal Mitchell,PIT,91,385,353,89,60,20,1,7,39,40,25,1,79,4,3,1,7,4,1,0.251135,0.064717,0.205953,0.314232,0.305323,0.376431,0.298736,0.681754,0.125296,3.89023,0.302146,,-0.117799,40.661,-3.36653,91.0724,-0.117799,-3.03,-4.111559122800827,-7.242963075637817,0.165571,999.0,,,,22169
443,Adalberto Mondesi,KCR,118,495,459,97,62,19,3,12,62,40,27,1,156,3,3,3,5,39,7,0.211528,0.0547867,0.314777,0.174049,0.257943,0.348932,0.265118,0.606875,0.137404,8.11404,0.288339,,4.49442,39.0424,-17.5353,66.8374,4.49442,0.44,-13.970256805419922,-0.1836259365081787,0.165467,243.91000366210935,,,,13769
444,Brett Phillips,LAA,40,175,154,29,17,6,1,5,21,16,17,0,66,2,1,1,2,6,1,0.190902,0.0983286,0.376044,0.261482,0.277077,0.347324,0.277164,0.624401,0.156422,6.81508,0.287282,,0.592317,15.489,-4.52977,77.6245,0.592317,0.71,-3.887394368648529,-0.3188065886497497,0.159227,750.5900268554688,,,,14735
445,David Hensley,HOU,36,155,140,32,22,7,1,2,17,13,13,1,42,1,1,0,3,2,1,0.226947,0.0858148,0.273094,0.314232,0.294867,0.335153,0.279676,0.63002,0.108206,4.69258,0.305866,,0.0775053,14.0416,-3.70633,80.9801,0.0775053,0.42,-3.2445319071412086,-0.1860605776309967,0.157885,999.0,,,,25111
446,Samad Taylor,KCR,19,81,73,16,11,4,0,2,9,8,7,0,22,1,1,0,1,3,0,0.223781,0.0806994,0.265439,0.304022,0.292901,0.355764,0.285221,0.648664,0.131983,5.91215,0.290141,,0.355781,7.71641,-1.58404,81.0242,0.355781,0.0,-1.3810246884822843,0.2932098507881164,0.157275,999.0,,,,sa918192
447,Derek Hill,WSN,26,108,100,22,15,4,1,2,11,8,7,0,34,1,1,1,2,3,1,0.217828,0.0613718,0.315586,0.194469,0.272579,0.326083,0.265704,0.598662,0.108255,5.7893,0.310042,,0.243545,8.61395,-3.79563,67.5135,0.243545,1.74,-3.85265040397644,1.6826807670295238,0.154857,999.0,,,,16947
448,Tyler Nevin,DET,39,161,145,33,23,7,0,3,15,15,13,0,36,2,1,0,3,0,0,0.230237,0.0797469,0.222893,0.357782,0.297669,0.345674,0.286166,0.643343,0.115437,2.39413,0.282547,,-0.140375,15.4158,-3.01872,86.2245,-0.140375,-0.78,-2.6394812911748886,-1.0251988917589188,0.153347,999.0,,,,17893
449,Isan DÃ­az,SFG,31,131,117,24,15,6,0,3,13,12,13,0,36,1,1,0,2,1,0,0.20624,0.0953372,0.277611,0.34342,0.288338,0.336999,0.278138,0.625337,0.130759,3.63435,0.270661,,-0.0724014,11.735,-3.30038,79.1969,-0.0724014,-0.28,-3.25047218799591,0.2487523853778839,0.148503,747.4299926757812,,,,17922
450,Sam Huff,TEX,24,97,89,19,12,4,0,3,10,11,7,0,34,1,0,0,1,0,0,0.215986,0.0678229,0.348473,0.194629,0.275976,0.375072,0.283994,0.651048,0.159086,2.59756,0.302989,,-0.0641034,9.10846,-1.98371,83.397,-0.0641034,0.13,-1.8764913752675056,0.2040740624070167,0.148196,610.9099731445312,,,,22209
451,Brett Wisely,SFG,16,69,63,14,9,3,0,1,7,6,5,0,16,0,0,0,1,2,0,0.227354,0.0765677,0.237781,0.322009,0.289936,0.351021,0.28263,0.640957,0.123667,5.55197,0.28565,,0.133189,6.42313,-1.49022,82.2667,0.133189,0.0,-1.2926543056964874,0.3456790149211883,0.144609,999.0,,,,sa1170003
452,Pavin Smith,ARI,31,131,118,29,19,6,1,4,14,15,12,0,25,1,1,0,3,0,0,0.24425,0.088331,0.194064,0.455164,0.313907,0.392892,0.309852,0.706798,0.148642,2.90223,0.281359,,-0.115824,14.9713,0.0110484,97.3933,-0.115824,0.11,-0.5120611935853958,-2.533762112259865,0.141557,710.5900268554688,,,,19892
453,Terrin Vavra,BAL,16,69,61,15,10,3,0,1,7,6,7,0,15,1,0,0,1,1,0,0.244111,0.0967624,0.211239,0.45807,0.322801,0.350496,0.300221,0.673297,0.106386,4.48498,0.304181,,0.0100228,7.34798,-0.520503,95.1417,0.0100228,0.1,-0.3661817610263824,-0.4761316999793052,0.141251,999.0,,,,24400
454,Johan Camargo,MIN,24,105,96,22,15,4,0,2,10,10,8,0,22,1,1,0,2,0,0,0.22872,0.074673,0.205979,0.362527,0.289911,0.335262,0.277103,0.625173,0.106542,2.20715,0.275873,,-0.0962187,9.28836,-2.7229,77.5825,-0.0962187,0.32,-2.7890845835208893,0.6903703510761261,0.140161,999.0,,,,14950
455,Jake Marisnick,,29,126,115,25,16,5,1,3,14,12,7,0,40,2,1,1,2,3,1,0.216907,0.0562186,0.315959,0.17793,0.275593,0.364175,0.281296,0.639768,0.147268,5.71908,0.297048,,0.166229,11.5657,-2.84777,80.4941,0.166229,0.29,-2.645504727959633,-0.1575308740139007,0.138313,999.0,,,,11339
456,George Valera,CLE,16,69,61,14,9,3,0,2,8,8,7,0,19,1,0,0,1,1,0,0.224804,0.0957782,0.269383,0.355547,0.30417,0.372563,0.298724,0.676734,0.147759,4.20171,0.287964,,0.0026317,7.27399,-0.602926,93.6824,0.0026317,0.0,-0.4871007748879492,-0.4444444477558136,0.132128,999.0,,,,sa3006872
457,Zack Gelof,OAK,28,114,104,22,15,4,0,3,10,10,8,0,35,1,1,0,2,1,0,0.2124,0.0703056,0.31145,0.225737,0.271964,0.333097,0.268264,0.60506,0.120696,4.43357,0.293756,,0.0781498,9.24426,-3.74081,77.561,0.0781498,0.0,-2.789296120405197,0.4320987462997436,0.131553,999.0,,,,sa3017286
458,Jason Heyward,LAD,36,153,137,31,21,6,0,4,17,15,13,0,31,2,1,0,3,1,0,0.223614,0.084819,0.204282,0.415205,0.296444,0.354681,0.288479,0.651125,0.131066,3.72511,0.261345,,-0.083477,14.9548,-2.59142,86.2502,-0.083477,-0.02,-2.534803882241249,-1.369206327944994,0.131198,999.0,,,,4940
459,Mike Moustakas,,83,357,320,67,40,14,1,12,36,40,30,1,84,4,2,0,5,1,0,0.208323,0.0834782,0.234766,0.35558,0.282642,0.370586,0.287019,0.653228,0.162262,2.78117,0.240252,,-0.240095,34.3926,-6.44568,84.468,-0.240095,-0.4,-6.583666607737541,-3.844101577997208,0.130883,715.4099731445312,,,,4892
460,Bradley Zimmer,LAD,13,56,50,10,6,2,0,1,7,5,4,0,20,1,0,0,1,2,0,0.204842,0.0788085,0.357225,0.220613,0.286351,0.343893,0.281271,0.630244,0.139051,6.4461,0.305127,,0.151936,5.11869,-1.26176,81.3231,0.151936,0.23,-1.0588785856962204,0.4306172728538513,0.1308,999.0,,,,16221
461,Jonathan Davis,,16,70,61,13,9,3,0,1,7,5,6,0,18,2,0,0,1,2,1,0.2118,0.0883216,0.260611,0.338902,0.299465,0.307835,0.275756,0.6073,0.0960352,5.61359,0.283078,,0.128235,6.11734,-1.89017,76.6472,0.128235,0.45,-1.7419117093086245,0.696913555264473,0.130624,999.0,,,,15104
462,Donny Sands,DET,6,26,24,5,4,1,0,1,3,3,2,0,5,0,0,0,1,0,0,0.227643,0.0718246,0.212768,0.337573,0.286834,0.345828,0.279922,0.632662,0.118185,2.9041,0.272928,,-0.0144258,2.33846,-0.61087,77.2781,-0.0144258,0.61,-0.6953353378921747,1.0729629695415497,0.130603,999.0,,,,18603
463,Curtis Mead,TBR,8,34,32,8,5,2,0,1,4,4,2,0,7,0,0,0,1,0,0,0.250188,0.0632588,0.199571,0.316974,0.303884,0.383133,0.300743,0.687018,0.132945,4.02518,0.296981,,0.00549686,3.69693,-0.246559,100.324,0.00549686,0.0,0.0180524787865579,0.1234567835927009,0.129973,999.0,,,,sa3008392
464,Nelson VelÃ¡zquez,CHC,65,274,249,54,33,11,1,9,30,29,21,2,92,2,1,1,3,5,2,0.218188,0.0754147,0.334304,0.225588,0.282876,0.376856,0.287561,0.659732,0.158668,5.16765,0.305172,,0.122058,26.5407,-4.83391,84.2945,0.122058,-0.12,-4.884624890983105,-3.1292592212557797,0.126126,999.0,,,,23359
